  -4.8230814e-07   4.5000000e+00   1.0000000e+00
   4.8230814e-07  -4.5000000e+00  -1.0000000e+00
   8.6571282e-01   4.3522348e+00   1.0000000e+00
  -8.6571282e-01  -4.3522348e+00  -1.0000000e+00
   1.6742396e+00   4.0419731e+00   1.0000000e+00
  -1.6742396e+00  -4.0419731e+00  -1.0000000e+00
   2.3958962e+00   3.5857130e+00   1.0000000e+00
  -2.3958962e+00  -3.5857130e+00  -1.0000000e+00
   3.0052035e+00   3.0052042e+00   1.0000000e+00
  -3.0052035e+00  -3.0052042e+00  -1.0000000e+00
   3.4817787e+00   2.3264508e+00   1.0000000e+00
  -3.4817787e+00  -2.3264508e+00  -1.0000000e+00
   3.8110029e+00   1.5785696e+00   1.0000000e+00
  -3.8110029e+00  -1.5785696e+00  -1.0000000e+00
   3.9844401e+00   7.9255495e-01   1.0000000e+00
  -3.9844401e+00  -7.9255495e-01  -1.0000000e+00
   4.0000000e+00   5.3589793e-07   1.0000000e+00
  -4.0000000e+00  -5.3589793e-07  -1.0000000e+00
   3.8618421e+00  -7.6816761e-01   1.0000000e+00
  -3.8618421e+00   7.6816761e-01  -1.0000000e+00
   3.5800334e+00  -1.4828978e+00   1.0000000e+00
  -3.5800334e+00   1.4828978e+00  -1.0000000e+00
   3.1699782e+00  -2.1181111e+00   1.0000000e+00
  -3.1699782e+00   2.1181111e+00  -1.0000000e+00
   2.6516508e+00  -2.6516500e+00   1.0000000e+00
  -2.6516508e+00   2.6516500e+00  -1.0000000e+00
   2.0486657e+00  -3.0660439e+00   1.0000000e+00
  -2.0486657e+00   3.0660439e+00  -1.0000000e+00
   1.3872280e+00  -3.3490631e+00   1.0000000e+00
  -1.3872280e+00   3.3490631e+00  -1.0000000e+00
   6.9500982e-01  -3.4940475e+00   1.0000000e+00
  -6.9500982e-01   3.4940475e+00  -1.0000000e+00
   5.6269283e-07  -3.5000000e+00   1.0000000e+00
  -5.6269283e-07   3.5000000e+00  -1.0000000e+00
  -6.7062243e-01  -3.3714495e+00   1.0000000e+00
   6.7062243e-01   3.3714495e+00  -1.0000000e+00
  -1.2915561e+00  -3.1180936e+00   1.0000000e+00
   1.2915561e+00   3.1180936e+00  -1.0000000e+00
  -1.8403259e+00  -2.7542434e+00   1.0000000e+00
   1.8403259e+00   2.7542434e+00  -1.0000000e+00
  -2.2980966e+00  -2.2980974e+00   1.0000000e+00
   2.2980966e+00   2.2980974e+00  -1.0000000e+00
  -2.6503091e+00  -1.7708806e+00   1.0000000e+00
   2.6503091e+00   1.7708806e+00  -1.0000000e+00
  -2.8871233e+00  -1.1958862e+00   1.0000000e+00
   2.8871233e+00   1.1958862e+00  -1.0000000e+00
  -3.0036548e+00  -5.9746466e-01   1.0000000e+00
   3.0036548e+00   5.9746466e-01  -1.0000000e+00
  -3.0000000e+00  -5.6269283e-07   1.0000000e+00
   3.0000000e+00   5.6269283e-07  -1.0000000e+00
  -2.8810569e+00   5.7307727e-01   1.0000000e+00
   2.8810569e+00  -5.7307727e-01  -1.0000000e+00
  -2.6561539e+00   1.1002144e+00   1.0000000e+00
   2.6561539e+00  -1.1002144e+00  -1.0000000e+00
  -2.3385086e+00   1.5625408e+00   1.0000000e+00
   2.3385086e+00  -1.5625408e+00  -1.0000000e+00
  -1.9445440e+00   1.9445433e+00   1.0000000e+00
   1.9445440e+00  -1.9445433e+00  -1.0000000e+00
  -1.4930955e+00   2.2345743e+00   1.0000000e+00
   1.4930955e+00  -2.2345743e+00  -1.0000000e+00
  -1.0045445e+00   2.4251836e+00   1.0000000e+00
   1.0045445e+00  -2.4251836e+00  -1.0000000e+00
  -4.9991948e-01   2.5132622e+00   1.0000000e+00
   4.9991948e-01  -2.5132622e+00  -1.0000000e+00
  -5.3589793e-07   2.5000000e+00   1.0000000e+00
   5.3589793e-07  -2.5000000e+00  -1.0000000e+00
   4.7553214e-01   2.3906642e+00   1.0000000e+00
  -4.7553214e-01  -2.3906642e+00  -1.0000000e+00
   9.0887267e-01   2.1942141e+00   1.0000000e+00
  -9.0887267e-01  -2.1942141e+00  -1.0000000e+00
   1.2847557e+00   1.9227738e+00   1.0000000e+00
  -1.2847557e+00  -1.9227738e+00  -1.0000000e+00
   1.5909899e+00   1.5909906e+00   1.0000000e+00
  -1.5909899e+00  -1.5909906e+00  -1.0000000e+00
   1.8188395e+00   1.2153103e+00   1.0000000e+00
  -1.8188395e+00  -1.2153103e+00  -1.0000000e+00
   1.9632438e+00   8.1320275e-01   1.0000000e+00
  -1.9632438e+00  -8.1320275e-01  -1.0000000e+00
   2.0228695e+00   4.0237427e-01   1.0000000e+00
  -2.0228695e+00  -4.0237427e-01  -1.0000000e+00
   2.0000000e+00   4.8230814e-07   1.0000000e+00
  -2.0000000e+00  -4.8230814e-07  -1.0000000e+00
   1.9002716e+00  -3.7798703e-01   1.0000000e+00
  -1.9002716e+00   3.7798703e-01  -1.0000000e+00
   1.7322743e+00  -7.1753101e-01   1.0000000e+00
  -1.7322743e+00   7.1753101e-01  -1.0000000e+00
   1.5070389e+00  -1.0069707e+00   1.0000000e+00
  -1.5070389e+00   1.0069707e+00  -1.0000000e+00
   1.2374372e+00  -1.2374366e+00   1.0000000e+00
  -1.2374372e+00   1.2374366e+00  -1.0000000e+00
   9.3752513e-01  -1.4031047e+00   1.0000000e+00
  -9.3752513e-01   1.4031047e+00  -1.0000000e+00
   6.2186097e-01  -1.5013041e+00   1.0000000e+00
  -6.2186097e-01   1.5013041e+00  -1.0000000e+00
   3.0482903e-01  -1.5324769e+00   1.0000000e+00
  -3.0482903e-01   1.5324769e+00  -1.0000000e+00
   4.0192345e-07  -1.5000000e+00   1.0000000e+00
  -4.0192345e-07   1.5000000e+00  -1.0000000e+00
  -2.8044196e-01  -1.4098789e+00   1.0000000e+00
   2.8044196e-01   1.4098789e+00  -1.0000000e+00
  -5.2618937e-01  -1.2703345e+00   1.0000000e+00
   5.2618937e-01   1.2703345e+00  -1.0000000e+00
  -7.2918563e-01  -1.0913041e+00   1.0000000e+00
   7.2918563e-01   1.0913041e+00  -1.0000000e+00
  -8.8388323e-01  -8.8388373e-01   1.0000000e+00
   8.8388323e-01   8.8388373e-01  -1.0000000e+00
  -9.8736998e-01  -6.5973993e-01   1.0000000e+00
   9.8736998e-01   6.5973993e-01  -1.0000000e+00
  -1.0393644e+00  -4.3051916e-01   1.0000000e+00
   1.0393644e+00   4.3051916e-01  -1.0000000e+00
  -1.0420843e+00  -2.0728377e-01   1.0000000e+00
   1.0420843e+00   2.0728377e-01  -1.0000000e+00
  -1.0000000e+00  -2.9474386e-07   1.0000000e+00
   1.0000000e+00   2.9474386e-07  -1.0000000e+00
  -9.1948625e-01   1.8289690e-01   1.0000000e+00
   9.1948625e-01  -1.8289690e-01  -1.0000000e+00
  -8.0839469e-01   3.3484776e-01   1.0000000e+00
   8.0839469e-01  -3.3484776e-01  -1.0000000e+00
  -6.7556920e-01   4.5140061e-01   1.0000000e+00
   6.7556920e-01  -4.5140061e-01  -1.0000000e+00
  -5.3033025e-01   5.3032992e-01   1.0000000e+00
   5.3033025e-01  -5.3032992e-01  -1.0000000e+00
  -3.8195471e-01   5.7163524e-01   1.0000000e+00
   3.8195471e-01  -5.7163524e-01  -1.0000000e+00
  -2.3917733e-01   5.7742463e-01   1.0000000e+00
   2.3917733e-01  -5.7742463e-01  -1.0000000e+00
  -1.0973848e-01   5.5169169e-01   1.0000000e+00
   1.0973848e-01  -5.5169169e-01  -1.0000000e+00
  -1.6076938e-07   5.0000000e-01   1.0000000e+00
   1.6076938e-07  -5.0000000e-01  -1.0000000e+00
